path,kind,bytes,modified,classification,reason
reports/walk_forward_comparison/walk_forward_research_review.md,md,3147,2026-06-30T07:27:22.509040833,canonical,created for no-leak audit/comparison
reports/walk_forward_comparison/walk_forward_scored_opportunities.csv,csv,191732254,2026-06-30T07:27:22.505541801,canonical,created for no-leak audit/comparison
reports/walk_forward_comparison/walk_forward_summary.csv,csv,4367,2026-06-30T07:27:12.952641010,canonical,created for no-leak audit/comparison
scripts/no_leak_2025_to_2026_model_search.py,py,16559,2026-06-29T23:18:16.512673378,canonical,created for no-leak audit/comparison
data/processed_ensemble_wf2025/bt_ensemble_2025_bet_summary.csv,csv,200,2026-06-29T16:53:51.967085600,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/bt_ensemble_2025_clv.csv,csv,13126958,2026-06-29T16:53:52.038208246,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/bt_ensemble_2025_edge_buckets.csv,csv,455,2026-06-29T16:53:52.039207697,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/bt_ensemble_2025_edges.csv,csv,51036187,2026-06-29T16:53:52.322647810,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/bt_ensemble_2025_predictions.csv,csv,58241477,2026-06-29T16:53:52.466510057,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/bt_ensemble_2025_prob_calibration.csv,csv,191,2026-06-29T16:53:52.466510057,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/bt_ensemble_2025_scores.csv,csv,182,2026-06-29T16:53:52.466510057,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/bt_ensemble_2025_sequential_pnl.csv,csv,128863,2026-06-29T16:53:52.468024492,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/models/expected_innings_pitched.joblib,joblib,41098006,2026-06-29T16:53:52.602773190,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/models/fill_values.json,json,32009,2026-06-29T16:53:52.604278564,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/models/hits_allowed.joblib,joblib,369906,2026-06-29T16:53:52.606277466,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/models/strikeouts.joblib,joblib,371271,2026-06-29T16:53:52.607277393,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/models/walks.joblib,joblib,371946,2026-06-29T16:53:52.608277559,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/opportunity_train_metrics.csv,csv,82,2026-06-29T16:53:52.608277559,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_ensemble_wf2025/train_metrics.csv,csv,185,2026-06-29T16:53:52.608777523,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_oos2025/calibration.json,json,820,2026-06-29T16:53:52.815179586,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_oos2025/models/expected_innings_pitched.joblib,joblib,27245556,2026-06-29T16:53:52.983446121,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_oos2025/models/fill_values.json,json,31772,2026-06-29T16:53:52.983945608,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_oos2025/models/hits_allowed.joblib,joblib,372288,2026-06-29T16:53:53.020500898,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_oos2025/models/strikeouts.joblib,joblib,370653,2026-06-29T16:53:53.022006989,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_oos2025/models/walks.joblib,joblib,372007,2026-06-29T16:53:53.023009539,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/backtest_poisson_bet_summary.csv,csv,185,2026-06-29T16:53:53.023509502,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/backtest_poisson_clv.csv,csv,1069937,2026-06-29T16:53:53.026509523,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/backtest_poisson_edge_buckets.csv,csv,450,2026-06-29T16:53:53.027009487,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/backtest_poisson_edges.csv,csv,3425378,2026-06-29T16:53:53.074083567,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/backtest_poisson_predictions.csv,csv,7583522,2026-06-29T16:53:53.081593513,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/backtest_poisson_prob_calibration.csv,csv,191,2026-06-29T16:53:53.082592249,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/backtest_poisson_scores.csv,csv,179,2026-06-29T16:53:53.083092690,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/backtest_poisson_sequential_pnl.csv,csv,9985,2026-06-29T16:53:53.083592653,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e20_bet_summary.csv,csv,198,2026-06-29T16:53:53.083592653,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e20_clv.csv,csv,4822983,2026-06-29T16:53:53.111141205,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e20_edge_buckets.csv,csv,439,2026-06-29T16:53:53.111644745,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e20_edges.csv,csv,23632425,2026-06-29T16:53:53.151691675,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e20_prob_calibration.csv,csv,191,2026-06-29T16:53:53.152692556,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e20_scores.csv,csv,183,2026-06-29T16:53:53.153196096,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e20_sequential_pnl.csv,csv,45217,2026-06-29T16:53:53.153196096,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e25_bet_summary.csv,csv,194,2026-06-29T16:53:53.153696775,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e25_clv.csv,csv,3350871,2026-06-29T16:53:53.160202742,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e25_edge_buckets.csv,csv,439,2026-06-29T16:53:53.161206245,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e25_edges.csv,csv,23632425,2026-06-29T16:53:53.199756384,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e25_prob_calibration.csv,csv,191,2026-06-29T16:53:53.200257301,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e25_scores.csv,csv,183,2026-06-29T16:53:53.200257301,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_pois_2026_e25_sequential_pnl.csv,csv,31177,2026-06-29T16:53:53.200257301,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_poisson_2026_full_bet_summary.csv,csv,198,2026-06-29T16:53:53.201260328,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_poisson_2026_full_clv.csv,csv,8683248,2026-06-29T16:53:53.209769249,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_poisson_2026_full_edge_buckets.csv,csv,440,2026-06-29T16:53:53.210271835,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_poisson_2026_full_edges.csv,csv,24191328,2026-06-29T16:53:53.231297731,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_poisson_2026_full_predictions.csv,csv,25496532,2026-06-29T16:53:53.253477812,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_poisson_2026_full_prob_calibration.csv,csv,191,2026-06-29T16:53:53.253978013,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_poisson_2026_full_scores.csv,csv,183,2026-06-29T16:53:53.254478692,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/bt_poisson_2026_full_sequential_pnl.csv,csv,80942,2026-06-29T16:53:53.254978894,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/cv_metrics.csv,csv,1213,2026-06-29T16:53:53.255478621,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/models/expected_batters_faced.joblib,joblib,4764971,2026-06-29T16:53:53.271494865,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/models/expected_innings_pitched.joblib,joblib,45399074,2026-06-29T16:53:53.415206671,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/models/expected_pitches.joblib,joblib,4772008,2026-06-29T16:53:53.432226419,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/models/fill_values.json,json,32066,2026-06-29T16:53:53.432226419,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/models/hits_allowed.joblib,joblib,7558,2026-06-29T16:53:53.432729721,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/models/strikeouts.joblib,joblib,7556,2026-06-29T16:53:53.433233261,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/models/walks.joblib,joblib,7551,2026-06-29T16:53:53.433233261,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/opportunity_train_metrics.csv,csv,189,2026-06-29T16:53:53.433732986,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson/train_metrics.csv,csv,185,2026-06-29T16:53:53.434233189,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e12_bet_summary.csv,csv,190,2026-06-29T16:53:53.434233189,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e12_clv.csv,csv,13559333,2026-06-29T16:53:53.473796844,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e12_edge_buckets.csv,csv,454,2026-06-29T16:53:53.474798918,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e12_edges.csv,csv,49872481,2026-06-29T16:53:53.684686661,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e12_prob_calibration.csv,csv,191,2026-06-29T16:53:53.685186625,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e12_scores.csv,csv,182,2026-06-29T16:53:53.685686588,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e12_sequential_pnl.csv,csv,136673,2026-06-29T16:53:53.686186790,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e15_bet_summary.csv,csv,200,2026-06-29T16:53:53.686686516,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e15_clv.csv,csv,10245259,2026-06-29T16:53:53.717240095,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e15_edge_buckets.csv,csv,454,2026-06-29T16:53:53.718240261,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e15_edges.csv,csv,49872481,2026-06-29T16:53:53.804886341,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e15_prob_calibration.csv,csv,191,2026-06-29T16:53:53.805887938,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e15_scores.csv,csv,182,2026-06-29T16:53:53.805887938,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e15_sequential_pnl.csv,csv,102104,2026-06-29T16:53:53.805887938,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e18_bet_summary.csv,csv,199,2026-06-29T16:53:53.806894302,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e18_clv.csv,csv,7676568,2026-06-29T16:53:53.820138693,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e18_edge_buckets.csv,csv,454,2026-06-29T16:53:53.822144270,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e18_edges.csv,csv,49872481,2026-06-29T16:53:53.917811155,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e18_prob_calibration.csv,csv,191,2026-06-29T16:53:53.918315887,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e18_scores.csv,csv,182,2026-06-29T16:53:53.918816090,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e18_sequential_pnl.csv,csv,76492,2026-06-29T16:53:53.919815540,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e20_bet_summary.csv,csv,197,2026-06-29T16:53:53.920315981,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e20_clv.csv,csv,6323453,2026-06-29T16:53:53.945854187,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e20_edge_buckets.csv,csv,454,2026-06-29T16:53:53.946354628,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e20_edges.csv,csv,49872481,2026-06-29T16:53:54.039505243,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e20_prob_calibration.csv,csv,191,2026-06-29T16:53:54.040006399,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e20_scores.csv,csv,182,2026-06-29T16:53:54.040505886,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e20_sequential_pnl.csv,csv,62198,2026-06-29T16:53:54.040505886,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e25_bet_summary.csv,csv,199,2026-06-29T16:53:54.041509390,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e25_clv.csv,csv,3558472,2026-06-29T16:53:54.044523239,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e25_edge_buckets.csv,csv,454,2026-06-29T16:53:54.046032667,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e25_edges.csv,csv,49872481,2026-06-29T16:53:54.133157491,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e25_prob_calibration.csv,csv,191,2026-06-29T16:53:54.133657217,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e25_scores.csv,csv,182,2026-06-29T16:53:54.134657145,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e25_sequential_pnl.csv,csv,34638,2026-06-29T16:53:54.135656595,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e30_bet_summary.csv,csv,197,2026-06-29T16:53:54.135656595,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e30_clv.csv,csv,2051767,2026-06-29T16:53:54.138658285,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e30_edge_buckets.csv,csv,454,2026-06-29T16:53:54.138658285,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e30_edges.csv,csv,49872481,2026-06-29T16:53:54.232337713,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e30_prob_calibration.csv,csv,191,2026-06-29T16:53:54.233341455,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e30_scores.csv,csv,182,2026-06-29T16:53:54.233844995,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_pois_2025_e30_sequential_pnl.csv,csv,19243,2026-06-29T16:53:54.234344959,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_poisson_2025_bet_summary.csv,csv,190,2026-06-29T16:53:54.234844923,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_poisson_2025_clv.csv,csv,13876303,2026-06-29T16:53:54.272396326,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_poisson_2025_edge_buckets.csv,csv,454,2026-06-29T16:53:54.272396326,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_poisson_2025_edges.csv,csv,51034099,2026-06-29T16:53:54.423167706,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_poisson_2025_predictions.csv,csv,58241636,2026-06-29T16:53:54.562361479,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_poisson_2025_prob_calibration.csv,csv,191,2026-06-29T16:53:54.562862158,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_poisson_2025_scores.csv,csv,182,2026-06-29T16:53:54.563360214,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/bt_poisson_2025_sequential_pnl.csv,csv,136673,2026-06-29T16:53:54.564859867,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/models/expected_innings_pitched.joblib,joblib,41108862,2026-06-29T16:53:54.775205612,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/models/fill_values.json,json,32009,2026-06-29T16:53:54.776206493,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/models/hits_allowed.joblib,joblib,7234,2026-06-29T16:53:54.787734509,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/models/strikeouts.joblib,joblib,7232,2026-06-29T16:53:54.787734509,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/models/walks.joblib,joblib,7227,2026-06-29T16:53:54.788233757,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/opportunity_train_metrics.csv,csv,83,2026-06-29T16:53:54.791235685,deprecated,saved artifact family affected by prior league_k leakage risk
data/processed_poisson_wf2025/train_metrics.csv,csv,183,2026-06-29T16:53:54.791740417,deprecated,saved artifact family affected by prior league_k leakage risk
README.md,md,5160,2026-06-29T16:53:51.958570004,experimental,general repo artifact
analyze_detailed.py,py,6309,2026-06-29T16:53:51.958570004,experimental,general repo artifact
analyze_final.py,py,4583,2026-06-29T16:53:51.959069490,experimental,general repo artifact
analyze_final2.py,py,3602,2026-06-29T16:53:51.959569693,experimental,general repo artifact
analyze_temp.py,py,1526,2026-06-29T16:53:51.959569693,experimental,general repo artifact
check_cols.py,py,272,2026-06-29T16:53:51.960069895,experimental,general repo artifact
config/_test_config.yaml,yaml,1962,2026-06-29T16:53:51.960069895,experimental,general repo artifact
config/config.yaml,yaml,2021,2026-06-29T16:53:51.961073399,experimental,general repo artifact
config/config_2024only.yaml,yaml,2054,2026-06-29T16:53:51.961578131,experimental,general repo artifact
config/config_apr2026.yaml,yaml,2034,2026-06-29T16:53:51.961578131,experimental,general repo artifact
config/config_ensemble_wf2025.yaml,yaml,2052,2026-06-29T16:53:51.962078094,experimental,general repo artifact
config/config_oos2025.yaml,yaml,2060,2026-06-29T16:53:51.962078094,experimental,general repo artifact
config/config_poisson.yaml,yaml,1978,2026-06-29T16:53:51.962578297,experimental,general repo artifact
config/config_poisson_wf2025.yaml,yaml,2000,2026-06-29T16:53:51.962578297,experimental,general repo artifact
config/config_v2_production.yaml,yaml,4007,2026-06-29T21:40:26.647347212,experimental,general repo artifact
config/config_v4_production.yaml,yaml,4663,2026-06-30T03:33:47.280675888,experimental,general repo artifact
dashboard.py,py,14890,2026-06-29T16:53:51.963577509,experimental,general repo artifact
data/daily/exchange_price_template.csv,csv,53,2026-06-29T22:08:58.199135303,experimental,general repo artifact
data/exports/2025_backtest.csv,csv,84964,2026-06-29T16:53:51.964077950,experimental,general repo artifact
data/exports/high_edge_picks_jun2026.csv,csv,1885,2026-06-29T16:53:51.965584755,experimental,general repo artifact
data/logs/live_bets_log.csv,csv,258,2026-06-30T05:44:47.995807409,experimental,general repo artifact
data/novig_raw.json,json,77196,2026-06-29T23:07:48.418457747,experimental,general repo artifact
data/odds/pitcher_props.csv,csv,24680,2026-06-30T06:23:18.336392164,experimental,live snapshot only unless tied to audited bet file
data/odds/snapshots/2026-06-30_morning.csv,csv,24680,2026-06-30T06:23:18.334382534,experimental,live snapshot only unless tied to audited bet file
data/raw/game_context_logs.csv,csv,32976,2026-06-30T06:56:22.881845236,experimental,general repo artifact
data/raw/probable_pitchers.csv,csv,1584,2026-06-30T05:45:13.320219040,experimental,general repo artifact
data/raw/team_batting_game_logs.csv,csv,13477,2026-06-30T06:56:22.878823996,experimental,general repo artifact
docs/STRIKEOUTS.md,md,8921,2026-06-29T16:53:54.796745300,experimental,general repo artifact
docs/picks/backtest_2025_edge_buckets.csv,csv,155,2026-06-29T16:53:54.803251266,experimental,general repo artifact
docs/picks/backtest_2025_gap_buckets.csv,csv,190,2026-06-29T16:53:54.803251266,experimental,general repo artifact
docs/picks/backtest_2025_log.csv,csv,38178,2026-06-29T16:53:54.806757689,experimental,general repo artifact
docs/picks/backtest_2026_edge_buckets.csv,csv,152,2026-06-29T16:53:54.807258368,experimental,general repo artifact
docs/picks/backtest_2026_gap_buckets.csv,csv,186,2026-06-29T16:53:54.807757616,experimental,general repo artifact
docs/picks/backtest_2026_log.csv,csv,19612,2026-06-29T16:53:54.807757616,experimental,general repo artifact
docs/picks/backtest_summary.csv,csv,276,2026-06-29T16:53:54.808758497,experimental,general repo artifact
docs/picks/todays_picks_2026-06-18.csv,csv,1611,2026-06-29T16:53:54.809757710,experimental,general repo artifact
docs/picks/todays_picks_2026-06-18.xlsx,xlsx,6825,2026-06-29T16:53:54.810258389,experimental,general repo artifact
docs/picks/todays_picks_2026-06-19.xlsx,xlsx,7868,2026-06-29T16:53:54.810258389,experimental,general repo artifact
generate_dashboard.py,py,63649,2026-06-29T16:53:54.810258389,experimental,general repo artifact
lekobe/README.md,md,1596,2026-06-29T16:53:54.811262131,experimental,general repo artifact
lekobe/analysis/README.md,md,988,2026-06-29T16:53:54.811765671,experimental,general repo artifact
lekobe/analysis/outputs/band_analysis/mani_edge15plus_sharp3_by_side.csv,csv,372,2026-06-29T16:53:54.811765671,experimental,general repo artifact
lekobe/analysis/outputs/band_analysis/mani_edge15plus_sharp3_by_year.csv,csv,370,2026-06-29T16:53:54.812769413,experimental,general repo artifact
lekobe/analysis/outputs/band_analysis/mani_edge15plus_vs_lekobe_whole_rule.csv,csv,268,2026-06-29T16:53:54.815033197,experimental,general repo artifact
lekobe/analysis/outputs/band_analysis/mani_edge_band_sharp3_breakdown.csv,csv,792,2026-06-29T16:53:54.815033197,experimental,general repo artifact
lekobe/analysis/outputs/band_analysis/mani_edge_band_side_win_rates.csv,csv,300,2026-06-29T16:53:54.815534115,experimental,general repo artifact
lekobe/analysis/outputs/calibration/book_sharpness_2025_pitcher_k_all_benchmarks.csv,csv,4187,2026-06-29T16:53:54.816033363,experimental,general repo artifact
lekobe/analysis/outputs/calibration/book_sharpness_2025_pitcher_k_calibration_curves.csv,csv,10741,2026-06-29T16:53:54.818532705,experimental,general repo artifact
lekobe/analysis/outputs/calibration/book_sharpness_2025_pitcher_k_common_market_checks.csv,csv,959,2026-06-29T16:53:54.819032907,experimental,general repo artifact
lekobe/analysis/outputs/calibration/book_sharpness_2025_pitcher_k_consensus_curves.csv,csv,4370,2026-06-29T16:53:54.819032907,experimental,general repo artifact
